station,channel,station_latitude,station_longitude,vs30_ms,Ml,epicentral_distance,hypocentral_distance,channel_pga_pct_g,channel_pgv_ms
BGU,HHN,40.9255,-113.0298,2197.0,3.0,184.02,184.02,0.00051589,0.00017179
CTU,HHE,40.6925,-111.7503,2197.0,3.0,123.74,123.74,0.00189834,0.00059404
CTU,HHN,40.6925,-111.7503,2197.0,3.0,123.74,123.74,0.00194113,0.00067154
HVU,HHE,41.7797,-112.775,2197.0,3.0,141.78,141.78,0.00314971,0.0012778
HVU,HHN,41.7797,-112.775,2197.0,3.0,141.78,141.78,0.00259535,0.00098371
JLU,HHE,40.602,-111.45,1010.0,3.0,124.13,124.13,0.00075816,0.00031277
JLU,HHN,40.602,-111.45,1010.0,3.0,124.13,124.13,0.00103874,0.00041117
NOQ,HHE,40.6528,-112.1188,2197.0,3.0,144.08,144.08,0.00455922,0.00141714
NOQ,HHN,40.6528,-112.1188,2197.0,3.0,144.08,144.08,0.00438407,0.0014734
RDMU,HHE,40.5708,-109.57,1460.0,3.0,176.78,176.78,0.00317548,0.00077424
RDMU,HHN,40.5708,-109.57,1460.0,3.0,176.78,176.78,0.00281061,0.00079165
TCU,HHE,41.1173,-111.4078,1460.0,3.0,68.72,68.72,0.00994428,0.00399214
TCU,HHN,41.1173,-111.4078,1460.0,3.0,68.72,68.72,0.01008393,0.00413355
BCU,ENE,41.5123,-111.9822,2197.0,3.0,77.93,77.93,0.00269466,0.00139685
BCU,ENN,41.5123,-111.9822,2197.0,3.0,77.93,77.93,0.00259386,0.00128903
CAPU,ENE,40.7785,-111.89,290.0,3.0,121.48,121.48,0.1768822,0.00737947
CAPU,ENN,40.7785,-111.89,290.0,3.0,121.48,121.48,0.06628032,0.00328146
CWR,ENE,41.5817,-111.7815,2197.0,3.0,59.88,59.88,0.00643737,0.00213795
CWR,ENN,41.5817,-111.7815,2197.0,3.0,59.88,59.88,0.01353023,0.00464788
FTT,ENE,40.686,-112.0832,408.0,3.0,139.33,139.33,0.00538395,0.0023588
FTT,ENN,40.686,-112.0832,408.0,3.0,139.33,139.33,0.00535595,0.00307524
JRP,ENE,40.8257,-111.9443,198.0,3.0,119.88,119.88,0.0095166,0.00359546
JRP,ENN,40.8257,-111.9443,198.0,3.0,119.88,119.88,0.01399771,0.00738071
LKC,ENE,40.727,-112.0357,198.0,3.0,133.28,133.28,0.015351,0.00775718
LKC,ENN,40.727,-112.0357,198.0,3.0,133.28,133.28,0.00993683,0.00324901
LRG,ENE,41.7137,-111.8513,234.0,3.0,64.65,64.65,0.00889373,0.00398203
LRG,ENN,41.7137,-111.8513,234.0,3.0,64.65,64.65,0.00960336,0.00443338
MOR,ENE,41.0462,-111.6657,2197.0,3.0,86.28,86.28,0.00404926,0.00232647
MOR,ENN,41.0462,-111.6657,2197.0,3.0,86.28,86.28,0.00356102,0.00157431
NAI,ENE,41.0162,-112.2282,2197.0,3.0,121.62,121.62,0.00375067,0.00160356
NAI,ENN,41.0162,-112.2282,2197.0,3.0,121.62,121.62,0.00265382,0.00099512
NOQ,ENE,40.6528,-112.1188,2197.0,3.0,144.08,144.08,0.00450878,0.00144681
NOQ,ENN,40.6528,-112.1188,2197.0,3.0,144.08,144.08,0.00435706,0.00149115
OF2,ENE,41.2283,-111.9487,207.0,3.0,88.74,88.74,0.00644765,0.00266552
OF2,ENN,41.2283,-111.9487,207.0,3.0,88.74,88.74,0.00732077,0.00300217
RIV,ENE,40.5193,-111.9342,290.0,3.0,148.02,148.02,0.00380373,0.00132647
RIV,ENN,40.5193,-111.9342,290.0,3.0,148.02,148.02,0.00403189,0.00153096
SCS,ENE,41.0955,-112.0468,207.0,3.0,104.2,104.2,0.00845552,0.00290154
SCS,ENN,41.0955,-112.0468,207.0,3.0,104.2,104.2,0.00645332,0.00236475
SPR,ENE,40.1823,-111.6118,174.0,3.0,172.7,172.7,0.00610704,0.00176027
SPR,ENN,40.1823,-111.6118,174.0,3.0,172.7,172.7,0.00643031,0.00187113
UHP,ENE,40.9912,-111.898,256.0,3.0,103.18,103.18,0.01229246,0.00284277
UHP,ENN,40.9912,-111.898,256.0,3.0,103.18,103.18,0.01932653,0.00321083
UTH,ENE,41.1442,-111.9253,256.0,3.0,92.9,92.9,0.00962272,0.00398631
UTH,ENN,41.1442,-111.9253,256.0,3.0,92.9,92.9,0.01245585,0.00421868
WCF,ENE,41.6395,-111.9323,234.0,3.0,71.51,71.51,0.01176984,0.00588335
WCF,ENN,41.6395,-111.9323,234.0,3.0,71.51,71.51,0.01321685,0.00626649
CTU,HHE,40.6925,-111.7503,2197.0,3.1,192.3,192.72,0.00142438,0.00050496
CTU,HHN,40.6925,-111.7503,2197.0,3.1,192.3,192.72,0.00158912,0.00032812
2272,HNE,40.6997,-111.7935,408.0,4.9,125.95,126.2,0.1594195,0.05927068
2272,HNN,40.6997,-111.7935,408.0,4.9,125.95,126.2,0.2715382,0.1181836
2286,HNE,40.7012,-111.8663,198.0,4.9,128.76,129.01,0.1706605,0.1053541
2286,HNN,40.7012,-111.8663,198.0,4.9,128.76,129.01,0.1868744,0.1091379
7212,HNE,41.1959,-111.9417,256.0,4.9,90.5,90.85,0.3996382,0.2833386
7212,HNN,41.1959,-111.9417,256.0,4.9,90.5,90.85,0.4424878,0.3440621
7232,HNE,41.7188,-112.1818,234.0,4.9,90.53,90.88,0.221299,0.1457657
7232,HNN,41.7188,-112.1818,234.0,4.9,90.53,90.88,0.2447787,0.1214705
HWUT,BHE,41.6068,-111.5652,2197.0,4.9,40.67,41.43,0.7271351,0.5362496
HWUT,BHN,41.6068,-111.5652,2197.0,4.9,40.67,41.43,0.351085,0.2476859
BGU,HHE,40.9255,-113.0298,2197.0,4.9,183.66,183.82,0.0247233,0.01933133
BGU,HHN,40.9255,-113.0298,2197.0,4.9,183.66,183.82,0.01612907,0.01755963
HVU,HHE,41.7797,-112.775,2197.0,4.9,140.08,140.3,0.1303125,0.05924545
HVU,HHN,41.7797,-112.775,2197.0,4.9,140.08,140.3,0.1291137,0.07686754
RDMU,HHE,40.5708,-109.57,1460.0,4.9,179.42,179.6,0.02683426,0.01331916
RDMU,HHN,40.5708,-109.57,1460.0,4.9,179.42,179.6,0.03394393,0.01643239
TCU,HHE,41.1173,-111.4078,1460.0,4.9,70.17,70.61,0.4693403,0.2744243
TCU,HHN,41.1173,-111.4078,1460.0,4.9,70.17,70.61,0.460489,0.3118715
ALP,ENE,40.454,-111.7771,294.0,4.9,150.14,150.35,0.1031415,0.05484095
ALP,ENN,40.454,-111.7771,294.0,4.9,150.14,150.35,0.09644101,0.05693702
ALT,ENE,40.5903,-111.6375,2197.0,4.9,131.75,131.99,0.05092844,0.02647019
ALT,ENN,40.5903,-111.6375,2197.0,4.9,131.75,131.99,0.03434827,0.01938459
AMF,ENE,40.4018,-111.7878,294.0,4.9,155.86,156.06,0.08671611,0.05800306
AMF,ENN,40.4018,-111.7878,294.0,4.9,155.86,156.06,0.10527,0.06739929
AVE,ENE,40.7745,-111.8638,408.0,4.9,121.67,121.92,0.1563985,0.09507155
AVE,ENN,40.7745,-111.8638,408.0,4.9,121.67,121.92,0.1651161,0.1079716
BCS,ENE,41.5118,-112.033,234.0,4.9,81.1,81.48,0.346065,0.2143406
BCS,ENN,41.5118,-112.033,234.0,4.9,81.1,81.48,0.264466,0.2144688
BCU,ENE,41.5123,-111.9822,2197.0,4.9,77.0,77.41,0.1205606,0.1064269
BCU,ENN,41.5123,-111.9822,2197.0,4.9,77.0,77.41,0.106145,0.06735554
BCW,ENE,39.7303,-110.7425,1010.0,4.9,221.1,221.25,0.01375295,0.01103907
BCW,ENN,39.7303,-110.7425,1010.0,4.9,221.1,221.25,0.01327753,0.0154651
BES,ENE,41.3183,-111.9543,349.0,4.9,83.57,83.95,0.2028842,0.1206272
BES,ENN,41.3183,-111.9543,349.0,4.9,83.57,83.95,0.1742786,0.1335469
BSS,ENE,40.6242,-111.8228,290.0,4.9,134.54,134.77,0.1192108,0.07223264
BSS,ENN,40.6242,-111.8228,290.0,4.9,134.54,134.77,0.1254214,0.101915
BYP,ENE,40.771,-111.8872,290.0,4.9,123.05,123.3,0.1239038,0.07306808
BYP,ENN,40.771,-111.8872,290.0,4.9,123.05,123.3,0.2328063,0.09740526
CAPU,ENE,40.7785,-111.89,290.0,4.9,122.47,122.73,0.3502611,0.1992549
CAPU,ENN,40.7785,-111.89,290.0,4.9,122.47,122.73,0.2655292,0.1503211
CFS,ENE,40.566,-112.0935,408.0,4.9,151.63,151.84,0.2985265,0.1524849
CFS,ENN,40.566,-112.0935,408.0,4.9,151.63,151.84,0.2526981,0.1213832
CHS,ENE,40.5947,-112.0172,290.0,4.9,145.47,145.68,0.1746211,0.08342717
CHS,ENN,40.5947,-112.0172,290.0,4.9,145.47,145.68,0.1399934,0.07562843
CWR,ENE,41.5817,-111.7815,2197.0,4.9,58.83,59.36,0.2697997,0.1600151
CWR,ENN,41.5817,-111.7815,2197.0,4.9,58.83,59.36,0.4777777,0.211034
DOT,ENE,40.7268,-111.9608,198.0,4.9,130.55,130.79,0.284477,0.1581727
DOT,ENN,40.7268,-111.9608,198.0,4.9,130.55,130.79,0.3288344,0.2011746
ETW,ENE,41.6692,-112.1422,234.0,4.9,87.34,87.69,0.4054675,0.1720209
ETW,ENN,41.6692,-112.1422,234.0,4.9,87.34,87.69,0.3112175,0.228802
FTT,ENE,40.686,-112.0832,408.0,4.9,140.17,140.39,0.2360697,0.1515382
FTT,ENN,40.686,-112.0832,408.0,4.9,140.17,140.39,0.3514993,0.1916627
GMO,ENE,40.6007,-112.4747,174.0,4.9,168.59,168.77,0.1103772,0.05535698
GMO,ENN,40.6007,-112.4747,174.0,4.9,168.59,168.77,0.1503834,0.05579387
GMV,ENE,40.5733,-111.7632,2197.0,4.9,137.49,137.72,0.04259479,0.01760205
GMV,ENN,40.5733,-111.7632,2197.0,4.9,137.49,137.72,0.04800624,0.01840991
HER,ENE,40.5157,-112.0308,408.0,4.9,153.57,153.77,0.2269141,0.09674263
HER,ENN,40.5157,-112.0308,408.0,4.9,153.57,153.77,0.18901,0.09798123
HON,ENE,41.6162,-112.0508,2197.0,4.9,80.26,80.65,0.2436301,0.1025039
HON,ENN,41.6162,-112.0508,2197.0,4.9,80.26,80.65,0.2964495,0.1250751
ICF,ENE,40.7782,-112.0287,198.0,4.9,129.2,129.44,0.6477207,0.2849323
ICF,ENN,40.7782,-112.0287,198.0,4.9,129.2,129.44,0.4967983,0.1894059
JRP,ENE,40.8257,-111.9443,198.0,4.9,120.72,120.98,0.362769,0.1980644
JRP,ENN,40.8257,-111.9443,198.0,4.9,120.72,120.98,0.6444806,0.326716
LGC,ENE,40.9007,-111.9085,166.0,4.9,112.23,112.51,0.2053199,0.13553
LGC,ENN,40.9007,-111.9085,166.0,4.9,112.23,112.51,0.1762693,0.1172405
LKC,ENE,40.727,-112.0357,198.0,4.9,134.13,134.36,0.774582,0.4908971
LKC,ENN,40.727,-112.0357,198.0,4.9,134.13,134.36,0.5796581,0.2954364
LMU,ENE,40.3152,-111.932,2197.0,4.9,169.5,169.68,0.07160195,0.05438201
LMU,ENN,40.3152,-111.932,2197.0,4.9,169.5,169.68,0.04719653,0.0308804
LRG,ENE,41.7137,-111.8513,234.0,4.9,63.03,63.52,0.4664343,0.414993
LRG,ENN,41.7137,-111.8513,234.0,4.9,63.03,63.52,0.7667718,0.5416589
LSU,ENE,40.1323,-111.73,174.0,4.9,182.5,182.67,0.03515254,0.0437723
LSU,ENN,40.1323,-111.73,174.0,4.9,182.5,182.67,0.03847716,0.0462443
MAB,ENE,40.1308,-111.5778,294.0,4.9,179.32,179.49,0.06734626,0.06722424
MAB,ENN,40.1308,-111.5778,294.0,4.9,179.32,179.49,0.06293234,0.07438595
NAI,ENE,41.0162,-112.2282,2197.0,4.9,121.77,122.02,0.09514765,0.04159388
NAI,ENN,41.0162,-112.2282,2197.0,4.9,121.77,122.02,0.08907503,0.05647188
OCP,ENE,40.2978,-111.6907,294.0,4.9,163.96,164.15,0.06935865,0.05862557
OCP,ENN,40.2978,-111.6907,294.0,4.9,163.96,164.15,0.06857169,0.05811768
OF2,ENE,41.2283,-111.9487,207.0,4.9,88.76,89.12,0.3107028,0.2540693
OF2,ENN,41.2283,-111.9487,207.0,4.9,88.76,89.12,0.2868896,0.2684771
OPS,ENE,41.2287,-111.9757,256.0,4.9,90.56,90.91,0.1805545,0.1498762
OPS,ENN,41.2287,-111.9757,256.0,4.9,90.56,90.91,0.2083652,0.145534
OSS,ENE,40.5628,-112.0268,408.0,4.9,148.91,149.12,0.2158016,0.1092301
OSS,ENN,40.5628,-112.0268,408.0,4.9,148.91,149.12,0.3402622,0.151907
PCL,ENE,41.31,-112.1,166.0,4.9,94.66,94.98,0.3632264,0.1329397
PCL,ENN,41.31,-112.1,166.0,4.9,94.66,94.98,0.3328829,0.1255908
PCR,ENE,40.6542,-111.5032,402.0,4.9,121.46,121.72,0.1400024,0.06499371
PCR,ENN,40.6542,-111.5032,402.0,4.9,121.46,121.72,0.09132054,0.06495502
PGC,ENE,40.3785,-111.7103,2197.0,4.9,155.98,156.18,0.08742447,0.04942704
PGC,ENN,40.3785,-111.7103,2197.0,4.9,155.98,156.18,0.1035449,0.05275414
RIV,ENE,40.5193,-111.9342,290.0,4.9,149.22,149.43,0.2057546,0.11476
RIV,ENN,40.5193,-111.9342,290.0,4.9,149.22,149.43,0.2961784,0.1796289
RPF,ENE,40.7753,-111.92,198.0,4.9,124.15,124.41,0.2688918,0.1598901
RPF,ENN,40.7753,-111.92,198.0,4.9,124.15,124.41,0.2845101,0.1997113
SCC,ENE,40.6748,-111.9395,198.0,4.9,134.45,134.68,0.2991911,0.1421179
SCC,ENN,40.6748,-111.9395,198.0,4.9,134.45,134.68,0.2369241,0.1722955
SCS,ENE,41.0955,-112.0468,207.0,4.9,104.42,104.72,0.2693209,0.1764306
SCS,ENN,41.0955,-112.0468,207.0,4.9,104.42,104.72,0.2790807,0.1712645
SCY,ENE,40.0578,-111.6857,174.0,4.9,189.41,189.58,0.08125869,0.08716464
SCY,ENN,40.0578,-111.6857,174.0,4.9,189.41,189.58,0.09542215,0.1019474
SPR,ENE,40.1823,-111.6118,174.0,4.9,174.44,174.62,0.05913337,0.04173106
SPR,ENN,40.1823,-111.6118,174.0,4.9,174.44,174.62,0.07414406,0.05844224
SSC,ENE,40.5815,-111.8558,290.0,4.9,140.03,140.26,0.1731573,0.1065147
SSC,ENN,40.5815,-111.8558,290.0,4.9,140.03,140.26,0.1880668,0.1318459
TPU,ENE,40.4302,-111.9022,294.0,4.9,156.85,157.05,0.1141575,0.08355626
TPU,ENN,40.4302,-111.9022,294.0,4.9,156.85,157.05,0.105968,0.07853513
TRS,ENE,40.5138,-112.3105,402.0,4.9,167.0,167.18,0.04043368,0.02864007
TRS,ENN,40.5138,-112.3105,402.0,4.9,167.0,167.18,0.05036027,0.03277088
UHP,ENE,40.9912,-111.898,256.0,4.9,103.83,104.13,0.3459388,0.2122548
UHP,ENN,40.9912,-111.898,256.0,4.9,103.83,104.13,0.3746319,0.2024006
UTH,ENE,41.1442,-111.9253,256.0,4.9,93.18,93.52,0.6229849,0.2092958
UTH,ENN,41.1442,-111.9253,256.0,4.9,93.18,93.52,0.4499313,0.2613499
UUE,ENE,40.7682,-111.8462,408.0,4.9,121.49,121.75,0.1393543,0.06416092
UUE,ENN,40.7682,-111.8462,408.0,4.9,121.49,121.75,0.1513305,0.07431962
VEC,ENE,40.6535,-112.0325,408.0,4.9,140.68,140.9,0.1662868,0.09005146
VEC,ENN,40.6535,-112.0325,408.0,4.9,140.68,140.9,0.1242575,0.08363229
WBC,ENE,41.1397,-111.9008,2197.0,4.9,92.01,92.34,0.5483197,0.188831
WBC,ENN,41.1397,-111.9008,2197.0,4.9,92.01,92.34,0.7180432,0.2380247
WES,ENE,40.7328,-111.8543,408.0,4.9,125.22,125.47,0.3620619,0.1708464
WES,ENN,40.7328,-111.8543,408.0,4.9,125.22,125.47,0.3216828,0.1378902
WHS,ENE,40.7752,-111.8988,290.0,4.9,123.18,123.43,0.1657665,0.08446157
WHS,ENN,40.7752,-111.8988,290.0,4.9,123.18,123.43,0.1770885,0.09425226
WRP,ENE,40.8137,-111.9312,198.0,4.9,121.17,121.42,0.5510126,0.3056417
WRP,ENN,40.8137,-111.9312,198.0,4.9,121.17,121.42,0.4767891,0.1992414
WTU,ENE,40.4548,-111.9535,408.0,4.9,156.33,156.53,0.1578584,0.1041399
WTU,ENN,40.4548,-111.9535,408.0,4.9,156.33,156.53,0.08593466,0.04880039
7224,HNE,37.6725,-113.0715,234.0,3.1,75.45,76.28,0.03070003,0.00720476
7224,HNN,37.6725,-113.0715,234.0,3.1,75.45,76.28,0.03286464,0.00688233
CCUT,HHE,37.5507,-113.363,2197.0,3.1,73.76,74.61,0.00979138,0.00125405
CCUT,HHN,37.5507,-113.363,2197.0,3.1,73.76,74.61,0.00852799,0.00122908
CCPU,ENE,37.666,-113.0882,1010.0,3.1,75.1,75.93,0.01677723,0.00339535
CCPU,ENN,37.666,-113.0882,1010.0,3.1,75.1,75.93,0.02430768,0.00446057
KEUT,ENE,37.0503,-112.529,234.0,3.1,31.44,33.37,0.2473505,0.02962898
KEUT,ENN,37.0503,-112.529,234.0,3.1,31.44,33.37,0.2487334,0.0353494
LCMT,ENE,37.0118,-113.244,1460.0,3.1,32.5,34.38,0.2634575,0.05820173
LCMT,ENN,37.0118,-113.244,1460.0,3.1,32.5,34.38,0.292529,0.04140475
REUT,ENE,37.0977,-113.519,234.0,3.1,57.76,58.84,0.03743194,0.00915903
REUT,ENN,37.0977,-113.519,234.0,3.1,57.76,58.84,0.06764555,0.01480165
SGSU,ENE,38.2768,-112.6403,234.0,3.1,142.14,142.58,0.00418765,0.00091145
SGSU,ENN,38.2768,-112.6403,234.0,3.1,142.14,142.58,0.00842577,0.00174517
SZCU,ENE,37.5953,-113.088,1460.0,3.1,67.52,68.45,0.1194253,0.01557372
SZCU,ENN,37.5953,-113.088,1460.0,3.1,67.52,68.45,0.1279606,0.01239188
WCO,ENE,37.1318,-113.509,234.0,3.1,57.64,58.72,0.04927324,0.00880201
WCO,ENN,37.1318,-113.509,234.0,3.1,57.64,58.72,0.02292984,0.00397416
WDO,ENE,37.1077,-113.587,234.0,3.1,63.91,64.88,0.02695904,0.00426484
WDO,ENN,37.1077,-113.587,234.0,3.1,63.91,64.88,0.04571459,0.00948386
ZNPU,ENE,37.3562,-113.125,1460.0,3.1,44.18,45.57,0.02321028,0.00616264
ZNPU,ENN,37.3562,-113.125,1460.0,3.1,44.18,45.57,0.01929916,0.00540213
SRU,HHE,39.1108,-110.5238,1460.0,3.3,185.52,185.52,0.0031438,0.00135313
SRU,HHN,39.1108,-110.5238,1460.0,3.3,185.52,185.52,0.00226464,0.00074491
CTU,HHE,40.6925,-111.7503,2197.0,3.1,123.99,124.09,0.00474597,0.00099103
CTU,HHN,40.6925,-111.7503,2197.0,3.1,123.99,124.09,0.00354251,0.00109372
MPU,HHE,40.0155,-111.6333,2197.0,3.1,48.98,49.22,0.0266521,0.0047178
MPU,HHN,40.0155,-111.6333,2197.0,3.1,48.98,49.22,0.04276549,0.0089698
NOQ,HHE,40.6528,-112.1188,2197.0,3.1,124.9,124.99,0.00304858,0.00091883
NOQ,HHN,40.6528,-112.1188,2197.0,3.1,124.9,124.99,0.00364757,0.00093335
SRU,HHE,39.1108,-110.5238,1460.0,3.1,113.23,113.34,0.00622328,0.00119662
SRU,HHN,39.1108,-110.5238,1460.0,3.1,113.23,113.34,0.00585397,0.00150073
SRU,HHE,39.1108,-110.5238,1460.0,3.6,170.02,170.03,0.01196141,0.00196604
SRU,HHN,39.1108,-110.5238,1460.0,3.6,170.02,170.03,0.01103572,0.00235014
7224,HNE,37.6725,-113.0715,234.0,3.9,176.99,177.01,0.02002524,0.00609717
7224,HNN,37.6725,-113.0715,234.0,3.9,176.99,177.01,0.0217305,0.0066687
7225,HNE,38.2835,-112.6387,234.0,3.9,136.59,136.61,0.00763407,0.00359903
7225,HNN,38.2835,-112.6387,234.0,3.9,136.59,136.61,0.00621283,0.00360272
HMU,HHE,37.938,-110.742,1010.0,3.9,34.25,34.36,0.2918117,0.1255295
HMU,HHN,37.938,-110.742,1010.0,3.9,34.25,34.36,0.1929488,0.08157803
KNB,HHE,37.0167,-112.8223,1460.0,3.9,188.62,188.64,0.01484916,0.00516505
KNB,HHN,37.0167,-112.8223,1460.0,3.9,188.62,188.64,0.01671191,0.00431009
SRU,HHE,39.1108,-110.5238,1460.0,3.9,130.11,130.14,0.0289162,0.00989157
SRU,HHN,39.1108,-110.5238,1460.0,3.9,130.11,130.14,0.02014302,0.00621779
TCRU,HHE,38.6095,-112.447,1010.0,3.9,133.04,133.07,0.00793672,0.0020842
TCRU,HHN,38.6095,-112.447,1010.0,3.9,133.04,133.07,0.00672621,0.00221079
TMU,HHE,39.2965,-111.2082,1010.0,3.9,140.43,140.46,0.01657869,0.00671756
TMU,HHN,39.2965,-111.2082,1010.0,3.9,140.43,140.46,0.01815441,0.00933005
BCE,ENE,39.6132,-110.4085,1010.0,3.9,185.7,185.72,0.04018265,0.01491923
BCE,ENN,39.6132,-110.4085,1010.0,3.9,185.7,185.72,0.03088106,0.0141149
BCW,ENE,39.7303,-110.7425,1010.0,3.9,191.06,191.08,0.00594937,0.00263861
BCW,ENN,39.7303,-110.7425,1010.0,3.9,191.06,191.08,0.00535664,0.00204362
BRPU,ENE,39.473,-110.74,234.0,3.9,163.03,163.05,0.02458685,0.00568966
BRPU,ENN,39.473,-110.74,234.0,3.9,163.03,163.05,0.02151768,0.00538573
MTPU,ENE,38.0415,-112.184,1010.0,3.9,94.05,94.09,0.01508979,0.00537108
MTPU,ENN,38.0415,-112.184,1010.0,3.9,94.05,94.09,0.02171009,0.01040983
PKCU,ENE,37.4438,-112.311,1010.0,3.9,124.27,124.3,0.039285,0.01082809
PKCU,ENN,37.4438,-112.311,1010.0,3.9,124.27,124.3,0.02545773,0.00728061
SZCU,ENE,37.5953,-113.088,1460.0,3.9,180.61,180.63,0.0333852,0.00798026
SZCU,ENN,37.5953,-113.088,1460.0,3.9,180.61,180.63,0.02218716,0.0063818
ZNPU,ENE,37.3562,-113.125,1460.0,3.9,192.74,192.76,0.0247581,0.00943539
ZNPU,ENN,37.3562,-113.125,1460.0,3.9,192.74,192.76,0.01413326,0.00564625
CVRU,HHE,38.9177,-111.172,234.0,3.2,98.13,98.26,0.00957748,0.00199183
CVRU,HHN,38.9177,-111.172,234.0,3.2,98.13,98.26,0.01210558,0.00172412
HMU,HHE,37.938,-110.742,1010.0,3.2,34.46,34.82,0.04779311,0.01686065
HMU,HHN,37.938,-110.742,1010.0,3.2,34.46,34.82,0.0409636,0.01106823
KNB,HHE,37.0167,-112.8223,1460.0,3.2,188.55,188.61,0.00193517,0.00061141
KNB,HHN,37.0167,-112.8223,1460.0,3.2,188.55,188.61,0.00197473,0.0004987
SRU,HHE,39.1108,-110.5238,1460.0,3.2,130.07,130.17,0.00611916,0.00122448
SRU,HHN,39.1108,-110.5238,1460.0,3.2,130.07,130.17,0.00322803,0.00076409
TCRU,HHE,38.6095,-112.447,1010.0,3.2,132.83,132.92,0.00154702,0.00029875
TCRU,HHN,38.6095,-112.447,1010.0,3.2,132.83,132.92,0.00142857,0.00035575
TMU,HHE,39.2965,-111.2082,1010.0,3.2,140.3,140.39,0.00290607,0.00112182
TMU,HHN,39.2965,-111.2082,1010.0,3.2,140.3,140.39,0.00352326,0.00160657
BCE,ENE,39.6132,-110.4085,1010.0,3.2,185.64,185.71,0.00564004,0.001874
BCE,ENN,39.6132,-110.4085,1010.0,3.2,185.64,185.71,0.00455541,0.00196805
BRPU,ENE,39.473,-110.74,234.0,3.2,162.94,163.02,0.00347579,0.00085006
BRPU,ENN,39.473,-110.74,234.0,3.2,162.94,163.02,0.00383953,0.00072391
MTPU,ENE,38.0415,-112.184,1010.0,3.2,93.87,94.01,0.00302879,0.00079151
MTPU,ENN,38.0415,-112.184,1010.0,3.2,93.87,94.01,0.00400796,0.00080661
PKCU,ENE,37.4438,-112.311,1010.0,3.2,124.18,124.28,0.00667893,0.00181697
PKCU,ENN,37.4438,-112.311,1010.0,3.2,124.18,124.28,0.00707344,0.00215765
SZCU,ENE,37.5953,-113.088,1460.0,3.2,180.47,180.54,0.00642368,0.00115923
SZCU,ENN,37.5953,-113.088,1460.0,3.2,180.47,180.54,0.00478529,0.00112517
TMU,ENE,39.2965,-111.2082,1010.0,3.2,140.3,140.39,0.00295474,0.00115313
TMU,ENN,39.2965,-111.2082,1010.0,3.2,140.3,140.39,0.00344313,0.00157841
ZNPU,ENE,37.3562,-113.125,1460.0,3.2,192.63,192.69,0.00357421,0.00134406
ZNPU,ENN,37.3562,-113.125,1460.0,3.2,192.63,192.69,0.00251508,0.00103488
7224,HNE,37.6725,-113.0715,234.0,3.6,177.0,177.07,0.00791513,0.00244095
7224,HNN,37.6725,-113.0715,234.0,3.6,177.0,177.07,0.00721066,0.00257236
CVRU,HHE,38.9177,-111.172,234.0,3.6,97.86,97.99,0.03539322,0.00751755
CVRU,HHN,38.9177,-111.172,234.0,3.6,97.86,97.99,0.0713664,0.01000903
HMU,HHE,37.938,-110.742,1010.0,3.6,34.45,34.79,0.08439746,0.03201178
HMU,HHN,37.938,-110.742,1010.0,3.6,34.45,34.79,0.08489524,0.03268853
KNB,HHE,37.0167,-112.8223,1460.0,3.6,188.8,188.86,0.00420262,0.00180388
KNB,HHN,37.0167,-112.8223,1460.0,3.6,188.8,188.86,0.0047332,0.00166193
SRU,HHE,39.1108,-110.5238,1460.0,3.6,129.77,129.87,0.02808877,0.00741549
SRU,HHN,39.1108,-110.5238,1460.0,3.6,129.77,129.87,0.01546416,0.00455133
TCRU,HHE,38.6095,-112.447,1010.0,3.6,132.78,132.87,0.0068492,0.00173212
TCRU,HHN,38.6095,-112.447,1010.0,3.6,132.78,132.87,0.00618445,0.00217952
TMU,HHE,39.2965,-111.2082,1010.0,3.6,140.03,140.11,0.01156054,0.00443456
TMU,HHN,39.2965,-111.2082,1010.0,3.6,140.03,140.11,0.01341894,0.00468169
BCE,ENE,39.6132,-110.4085,1010.0,3.6,185.35,185.41,0.02273332,0.00914179
BCE,ENN,39.6132,-110.4085,1010.0,3.6,185.35,185.41,0.0185079,0.00672631
BCW,ENE,39.7303,-110.7425,1010.0,3.6,190.68,190.75,0.00579377,0.00146783
BCW,ENN,39.7303,-110.7425,1010.0,3.6,190.68,190.75,0.00423827,0.00136817
BRPU,ENE,39.473,-110.74,234.0,3.6,162.65,162.73,0.02298062,0.00442879
BRPU,ENN,39.473,-110.74,234.0,3.6,162.65,162.73,0.01560638,0.00388378
KEUT,ENE,37.0503,-112.529,234.0,3.6,166.27,166.35,0.02349096,0.0081338
KEUT,ENN,37.0503,-112.529,234.0,3.6,166.27,166.35,0.03103664,0.00951592
MTPU,ENE,38.0415,-112.184,1010.0,3.6,93.97,94.1,0.00516279,0.00248088
MTPU,ENN,38.0415,-112.184,1010.0,3.6,93.97,94.1,0.00938763,0.00435715
PEUT,ENE,38.7759,-112.0886,234.0,3.6,118.22,118.32,0.0277045,0.00998648
PEUT,ENN,38.7759,-112.0886,234.0,3.6,118.22,118.32,0.04726923,0.01497002
PKCU,ENE,37.4438,-112.311,1010.0,3.6,124.42,124.51,0.01254318,0.00413566
PKCU,ENN,37.4438,-112.311,1010.0,3.6,124.42,124.51,0.01145146,0.00427185
REUT,ENE,37.0977,-113.519,234.0,3.6,236.71,236.76,0.00983926,0.00379165
REUT,ENN,37.0977,-113.519,234.0,3.6,236.71,236.76,0.00751211,0.00443595
